Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 杭州市钱塘外学校西北面枫华-东3门, Truth: 学院路131-7号枫华府第(东3门), Distance: 886
Query: 千岛湖石林白小线绿道西偏南方向杭州办事综合自助终端机(石林镇政府), Truth: 千岛湖石林镇政府1楼杭州办事综合自助终端机(石林镇政府), Distance: 47
Query: 古荡农贸市场支路与天目山路交叉口西北50米西湖龙都A货翡翠, Truth: 古荡农贸市场支路与天目山路交叉口西北50米A货翡翠, Distance: 9993
Query: 北软路向西网新·智慧立方-接送点, Truth: 浙大网新·智慧立方附近浙大网新·智慧立方-接送点, Distance: 783
Query: 静安花苑西北方向静怡花园(东南门), Truth: 秋涛路清江路口静怡花苑(东南门), Distance: 689
Query: 香郡弄东方社会服务管理部, Truth: 花园岗街209号渡驾桥社区社会服务管理中心, Distance: 84
Query: 环站东路天城路交叉口西南方向东站清茶月楼, Truth: 彭埠街道环站东路东站西子国际大厦C座2层静月茶事(东站西子国际大厦店), Distance: 998
Query: 名仁家园东北停车区, Truth: 金鸡路289附近停车场(名仁家园东北), Distance: 696
Query: 湖墅南路与古新河绿道交叉口东北方向40米左右到达"维元弄小区东北3门, Truth: 湖墅南路211号维元弄小区(东北3门), Distance: 511
Query: 沙县小吃(物美店)斜对面盛泰名都中心4号楼, Truth: 钱塘区盛泰名都中心4幢, Distance: 8686
Query: 应桂花园东边紫荆花路皇朝城市花园B幢, Truth: 紫荆花路皇朝城市花园B幢, Distance: 874
Query: 杭州国际旅游品市场对面陶瓷品经营部, Truth: 陶瓷品市场7厅3楼14-21号杭州陶瓷品市场苏辉酒店用品经营部, Distance: 814
Query: 银鼓路东南角山上土菜中餐厅(婺江路店), Truth: 婺江路388号婺江家园一园商铺1-16B山上土菜(婺江路店), Distance: 1311
Query: 甘其食(灯彩街三店)旁边鸿星尔克服装店(信鸿花园南区东), Truth: 三墩镇灯彩街165号鸿星尔克(信鸿花园南区东), Distance: 225
Query: 墩祥街-南侧千岛湖小鱼儿餐厅, Truth: 三墩镇同仁商业街B区124号千岛湖小鱼儿, Distance: 6010
Query: 南京银行(方舟滨江科技支行)西边海亮大厦停车场, Truth: 海亮大厦停车场(出入口), Distance: 5013
Query: 曙光路北方杭州陈经纶体育学校公共厕所, Truth: 曙光路126号附近杭州市陈经纶体育学校公共厕所, Distance: 211
Query: 创森林东南方向钱江世纪公园C区地下停车库, Truth: 观澜路钱江世纪公园钱江世纪公园C区地下停车场, Distance: 10859
Query: 金恒路与锦江路交叉口附近锦庭5-4号, Truth: 赞成美树(金恒路东)运河锦庭5-4号, Distance: 133321
Query: 宋浇造巷与延定巷交叉路口东南方向团子巷小区北(门), Truth: 祖庙巷团子巷小区(东门), Distance: 69151
Query: 吴越街北100米山庄小区40, Truth: 吴越山庄(吴越街北100米)吴越山庄40号楼, Distance: 39968
Query: 麦角尔(天阳明朗店)以东生鲜菜市, Truth: 环丁路1541号明康汇生鲜菜市(天阳明朗店), Distance: 907
Query: 永寿街向南叠彩园(西北门), Truth: 电子路合景·叠彩园(西北门), Distance: 607
Query: 朝晖路南西苑社区居务监督委会员, Truth: 朝晖路与沙田里交叉口东南100米流水西苑社区居务监督委员会, Distance: 799
Query: 文一西路和毛家桥路交叉口东南向科技基数学院-成教, Truth: 古荡街道文一西路毛家桥路26号杭州科技职业技术学院-成教学院, Distance: 707
Query: 海达南路东侧金沙湖馨公寓, Truth: 下沙海达南路与金沙大道交叉口金沙湖滟澜星座2幢30楼杭州金沙湖馨雅居酒店式公寓, Distance: 248
Query: 平澜路与庆春路隧道交叉口东北方向 RELX悦刻(丽晶国际店), Truth: 鸿宁路2347号RELX悦刻电子烟专卖店(丽晶国际店), Distance: 9981
Query: 余杭塘路西北侧塘河南村9号楼, Truth: 教工路550号塘河南村9号楼塘河南村9幢, Distance: 921
Query: 市心南路往南走和潘水路交叉口红绿灯右转100米左右潘水苑北区3幢, Truth: 潘水路22号潘水苑北区3幢潘水苑北区3幢, Distance: 719
Query: 临和家苑南区旁枣李家园东南门, Truth: 新丝路与超峰东路交叉口西150米枣李家园(东南门), Distance: 128
Query: 采东路北面浙大医学院附属医院邵逸夫庆春内部地下停车场, Truth: 庆春东路3号浙江大学医学院附属邵逸夫医院内浙江大学医学院附属邵逸夫医院内部地下停车场, Distance: 15954
Query: 吴山景区-城隍阁景区里充电(吴山景区-城隍阁), Truth: 吴山3号吴山之巅来电(吴山景区-城隍阁), Distance: 311
Query: 延安路东侧女公厕龙翔服饰城, Truth: 延安路298号龙翔服饰城6F层女洗手间(龙翔服饰城), Distance: 234
Query: 玉皇山路西侧杭州西湖一棵树旅社(雷峰塔店), Truth: 玉皇山路阔石板47号(近丝绸博物馆)杭州西湖一棵树旅舍(雷峰塔店), Distance: 8385
Query: 从祥兴路与祥园路交叉口往东北沿着祥园路直行100米左右招商银行(北部软件园小微企业专营支行), Truth: 祥园路37号1层招商银行(北部软件园小微企业专营支行), Distance: 188
Query: 严村里路南蔚蓝郡沙县美食, Truth: 蔚蓝郡雅苑6幢2沙县美食, Distance: 404
Query: 杭州新传媒产业大厦(西门)附近杭州新传媒大楼-接送点, Truth: 杭州新传媒产业大厦附近杭州新传媒产业大厦-接送点, Distance: 34315
Query: 大园新城南区以北小区-（东南门）, Truth: 大园新城北区(东南门), Distance: 25265
Query: 安埠街与杜家浦路交叉口向南直行30米左右之江家园四区2幢, Truth: 转塘街道杭州绕城高速公路之江家园之江家园四区2幢, Distance: 685
Query: 莫卡乡村(大学路店)对面大学路燕子弄洁净洗衣房, Truth: 燕子弄1幢一单元102大学路燕子弄洁净洗衣, Distance: 479
Query: 青兴路与义蓬中路交叉口西北角丁哥鱼, Truth: 义蓬中路501号义蓬购物中心东区F3层丁哥黑鱼馆(义蓬购物中心店), Distance: 975
Query: 多蓝水岸小区里面小区业主委员会, Truth: 听涛路东150米附近多蓝水岸小区业主委员会, Distance: 422
Query: 杭海路1670号小贺逸家花苑, Truth: 杭海路1670号小贺电动车车行(逸家花苑店), Distance: 658
Query: 翠苑街道学院路229号, Truth: 翠苑街道学院路229号学苑春晓农贸市场2F营06草帽小子过桥米线(学苑春晓农贸市场店), Distance: 773
Query: 绍兴路与潮王路交叉口西北方向100米现代雅苑停车处, Truth: 潮王路2号现代雅苑停车场, Distance: 888
Query: 开创街和同协路交叉口东南侧滨江·金色黎明三期20号楼, Truth: 草庄路与明石路交叉路口往西北约100米滨江·金色黎明三期20幢滨江·金色黎明三期20幢, Distance: 6563
Query: 诚业路偏西大白熊营地(滨江分店), Truth: 诚业路415号(江南岸艺术园区102号,华美达酒店西侧)弥鹿餐厅·大白熊营地(滨江店), Distance: 751
Query: 沈半路系北边博览会, Truth: 沈半路131号杭州灯具市场鹏龙市场杭州灯具市场灯饰博览中心, Distance: 186
Query: 八柯线到坎山路交叉路口东500米左右电子机械制造有限公司, Truth: 瓜沥镇坎山工业园坎山路236号杭州赛峰电子机械制造有限公司(坎山路), Distance: 22960
Query: 富春路西面昆仑停车进入口, Truth: 昆仑中心地下停车场(入口), Distance: 23638
Query: 中河中路21号鼓楼银花混吞, Truth: 中河中路21号鼓楼银花馄饨, Distance: 514
Query: 钱江路往北210a城店, Truth: 秋涛路56号杭州市上城区中西医结合医院F7层210a(杭州市上城区中西医结合医院), Distance: 3793
Query: 杭州闪电玩网科络技有限公司向北春波南苑住宅区16幢, Truth: 春波路651号春波南苑16幢春波南苑16幢, Distance: 5505
Query: 华联超市对面杭州肉厂南区职工宿舍, Truth: 望江街道甘王路13号杭州肉厂莫邪塘南区职工宿舍, Distance: 1755
Query: 黄泥坎路77-78号, Truth: 黄泥坎路77-78号(苹青果酒店隔壁)树与时光, Distance: 85265
Query: 正元智慧附近正元智慧大厦每厨中餐厅, Truth: 仓前街道正元智慧大厦D幢101室及2楼整层正元智慧大厦每厨, Distance: 12080
Query: 绍兴路与王马路交叉口西北140米德胜东村社区中国福利彩票, Truth: 德胜东村44幢1单元中国福利彩票(德胜东村社区店), Distance: 12768
Query: 金手指手工招商工业园西北面金家渡南小区东北门, Truth: 金家渡南路4路附近金家渡南苑小区(东北门), Distance: 15765
Query: 泰安路与丹枫路交叉口东南方向餐饮店星光木屋店, Truth: 泰安路9号附近肥牛道(星光小木屋店), Distance: 809
Query: 康乐香港城旁新村(西门), Truth: 古墩路166号附近康乐新村(西门), Distance: 982
Query: 千帆路西侧汇澜公寓东第3门, Truth: 千帆路汇澜公寓(东3门), Distance: 670
Query: 中国体育彩票(圆觉路店)附近住宅区东1门, Truth: 晴川街89号蒋村花园广安苑蒋村花园广安苑(东1门), Distance: 945
Query: 头格社区社会 服务管理中心西侧头过渡房区12, Truth: 钱塘区头格过渡房五区12-1号, Distance: 832
Query: 米市社区南区对面锦绣新村22幢, Truth: 湖墅南路336号锦绣新村22幢锦绣新村22撞, Distance: 560
Query: 古墩3路598-C广场住宅楼C号楼, Truth: 古墩路598号同人广场C座, Distance: 1692
Query: 通盛路东边蓝桥名小区南区(东北2门), Truth: 金堡街287蓝桥名苑南区(东北2门), Distance: 25784
Query: 黄姑山路西侧社区联合工会, Truth: 黄姑山横路68号翠苑街道黄姑山社区联合工会, Distance: 912
Query: NIKE adneo adidas(杭州西溪银泰城东区)对面西西木马国王, Truth: 双龙街与崇仁路交叉口西北角杭州西溪银泰城东区F3层木马王国(杭州西溪银泰城东区), Distance: 65
Query: 望水路与西浦路交叉口戏约100米钱塘福苑停车场, Truth: 望水路与西浦路交叉路口往西约90米钱塘福苑停车场, Distance: 668
Query: 晴川街与圆觉路交叉路口南80米东1门, Truth: 晴川街89号蒋村花园广安苑蒋村花园广安苑(东1门), Distance: 724
Query: 储运路与棕榈路交叉口东南方向200米盲人按摩推拿馆(逸盛路), Truth: 逸盛路27号二楼(豪雨酒店二楼)盲人推拿(逸盛路), Distance: 969
Query: 蕙兰雅路东面卡西欧钟表蕙兰广场店, Truth: 蕙兰雅路388号丁兰广场A座F1层卡西欧(丁兰广场A座), Distance: 21744
Query: 松乔街与文泽北路交叉路口东北方向200米康师傅员工宿舍6栋, Truth: 杭州电子科技大学成人教育学院学生公寓康师傅员工宿舍6号楼, Distance: 702
Query: 教工路西侧中豪·晴园住宅区1幢, Truth: 文一路185-202号中豪·晴园1幢, Distance: 21310
Query: 杭州育新高级中学对面停车处(教工里小区北), Truth: 教工路571-16号附近停车场(教工里小区北), Distance: 783
Query: 杭州远洋电子有限公司对面小区西区大门西南, Truth: 火炬大道与西湘路交叉口火炬小区火炬小区西区(西南门), Distance: 811
Query: 比亚迪汽车卓御旁边农夫山泉售卖机杭发厂站, Truth: 地铁2号线杭发厂站B2层农夫山泉自助售卖机(杭发厂站), Distance: 132882
Query: 西园一路与集萃路交叉口偏南德萃萃紫停车位, Truth: 萃紫街1号德萃公寓停车场, Distance: 12023
Query: 江晖路东面肥牛店（星光木屋店）, Truth: 泰安路9号附近肥牛道(星光小木屋店), Distance: 826
Query: 春意江南名邸对街闸北北苑(南门), Truth: 经济技术开发区江东区闸北文体活动中心闸北新村北苑(南门), Distance: 482
Query: 鲲鹏路以西北住院大楼, Truth: 鲲鹏路369号杭州市妇产科医院内住院楼, Distance: 26962
Query: 环城北路88号教学楼（西北门）, Truth: 环城北路88浙江农林大学1号教学楼(西北门), Distance: 967
Query: 宁泰路💞与振宁路交叉口北侧爱心药房, Truth: 宁围街道国丰大厦振宁路616号爱心大药房(振宁路店), Distance: 641
Query: 从明石路与草庄路交叉口沿着草庄路向西走200米左右左转滨江·金色黎明2期(北门)进入内部道路左转顺道走30米左右滨江·金色黎明2期9幢, Truth: 笕桥同协路滨江·金色黎明二期滨江·金色黎明2期9幢, Distance: 410
Query: 三村佳苑南面写而优写字教育普德人家校区, Truth: 九州路326号写而优写字教育(普德人家分校), Distance: 297
Query: 杭州愉悦旅馆东北方向住院部北门口, Truth: 古翠路234号浙江省立同德医院内浙江省立同德医院住院部(北门), Distance: 577
Query: 白云源路西侧图文打印石马路点, Truth: 石马路528号建业图文(石马路店), Distance: 424
Query: 春波南苑小区内南苑小区幼儿园, Truth: 春波南苑小区内春波南苑幼儿园, Distance: 50895
Query: 萧然西路和南秀路交叉口绿都·嘉华停车场, Truth: 南秀路北100米绿都·嘉华公馆停车场, Distance: 785
Query: 东湖高架路与德胜东路交叉口东北50米东鹏整装卫浴(恒大国际建材家居直营店), Truth: 德胜东路2888号恒大国际建材博览中心9楼东鹏整装卫浴(恒大国际建材家居博览中心直营店), Distance: 18398
Query: 塘汇路侧北华纪世市超联(锦绣名邸店), Truth: 塘栖镇塘汇路50、52、54、56号杭州华联(锦绣名邸店), Distance: 51676
Query: 塘萍路与丰登街向西120米向北阮家居8幢, Truth: 拱墅区阮家居8号楼, Distance: 279
Query: 浣纱路西边女洗手间(杭州解百A座), Truth: 解放路211号解百新世纪商厦F4层女洗手间(解百新世纪商厦), Distance: 14043
Query: 财富金融中心负一楼19号财富金融中心, Truth: 解放东路37号财富金融中心负一楼19号喜仕屋牛丼咖喱(杭州财富金融中心店), Distance: 326
Query: 滨兴北苑以南高新技术产业开发区(滨江)创业指导服务中心, Truth: 长河街道长河路806号高新技术产业开发区(滨江)人力资源市场, Distance: 7319
